,ticker,cik
2761,dkl,1552797
2762,csgs,1005757
2763,frg,1528930
2764,taqr,1656053
2765,wdr,1052100
2766,lmnx,1033905
2767,xl,1772720
2768,iag,1203464
2769,skt,899715
2770,msc,1713334
2771,frta,1678463
2772,xpel,1767258
2773,oflx,1317945
2774,ladr,1577670
2775,mag,1230992
2776,ttmi,1116942
2777,fro,913290
2778,grcl,1826492
2779,rily,1464790
2780,usph,885978
2781,cenx,949157
2782,pbi,78814
2783,wmk,105418
2784,cyh,1108109
2785,htld,799233
2786,zeal,1674988
2787,ymab,1722964
2788,gbx,923120
2789,road,1718227
2790,gogl,1029145
2791,prch,1784535
2792,cash,907471
2793,efsc,1025835
2794,gff,50725
2795,lasr,1124796
2796,bma,1347426
2797,vor,1817229
2798,qure,1590560
2799,cndt,1677703
2800,szgpy,1450344
2801,pgti,1354327
2802,olma,1750284
2803,ocfc,1004702
2804,prtc,1782999
2805,ilpt,1717307
2806,tcbk,356171
2807,nfh,1737422
2808,pten,889900
2809,air,1750
2810,din,49754
2811,yduqy,1519821
2812,swm,1000623
2813,tnc,97134
2814,irt,1466085
2815,aroc,1389050
2816,hlg,1596964
2817,aifly,1065199
2818,pra,1127703
2819,alx,3499
2820,hy,1173514
2821,jout,788329
2822,evv,1222922
2823,avo,1802974
2824,cnnc,1410187
2825,usac,1522727
2826,hsc,45876
2827,syx,945114
2828,oxm,75288
2829,upld,1505155
2830,nrix,1549595
2831,kamn,54381
2832,opra,1737450
2833,quot,1115128
2834,forty,1045986
2835,etv,1322436
2836,fdp,1047340
2837,fcf,712537
2838,cydy,1175680
2839,cmps,1816590
2840,stpk,1758766
2841,clb,1000229
2842,aledy,1508668
2843,lwel,1567098
2844,etg,1270523
2845,jrvr,1620459
2846,wire,850460
2847,esta,1688757
2848,azre,1633438
2849,uvv,102037
2850,elf,1600033
2851,cli,924901
2852,prax,1689548
2853,tgh,1413159
2854,mtrn,1104657
2855,fpf,1567569
2856,fvti,1626745
2857,foe,35214
2858,hmpt,1830197
2859,sand,1434614
2860,plrx,1746473
2861,hrtx,818033
2862,seznl,1662991
2863,stc,94344
2864,rad,84129
2865,brmk,1784797
2866,itpof,880224
2867,bjri,1013488
2868,paya,1819881
2869,trs,842633
2870,itos,1808865
2871,acrs,1557746
2872,cogny,1584943
2873,hyt,1222401
2874,slcjy,1523541
2875,bxmx,1298699
2876,supn,1356576
2877,cdxs,1200375
2878,buse,314489
2879,pi,1114995
2880,ffg,1012771
2881,msex,66004
2882,ecol,1783400
2883,tba,1832459
2884,sttk,1680367
2885,bbn,1493683
2886,cvgw,1133470
2887,kros,1664710
2888,knsa,1730430
2889,mrtn,799167
2890,nvee,1532961
2891,plus,1022408
2892,pntg,1766400
2893,tbbk,1295401
2894,ptgx,1377121
2895,pta,1793882
2896,gol,1291733
2897,cbd,1038572
2898,knte,1797768
2899,opi,1456772
2900,hzo,1057060
2901,scr,1787134
2902,bmdpf,1002788
2903,dcom,846617
2904,lnth,1521036
2905,wow,1701051
2906,lfugf,1448591
2907,ghg,1724755
2908,cmgr,1389518
2909,mmi,1578732
2910,azz,8947
2911,ayrwf,1847462
2912,mass,1555279
2913,fmtx,1538927
2914,fsm,1341335
2915,nexa,1713930
2916,stba,719220
2917,yi,1738906
2918,shyf,743238
2919,dcbo,1829959
2920,enva,1529864
2921,nktx,1787400
2922,wpf,1809104
2923,btz,1379384
2924,star,1095651
2925,bst,1616678
2926,chco,726854
2927,kos,1509991
2928,bwmx,1788257
2929,wprt,1370416
2930,cang,1725123
2931,cnst,1434418
2932,ntgr,1122904
2933,nxgn,708818
2934,tbph,1583107
2935,bpmp,1708301
2936,ichr,1652535
2937,vet,1293135
2938,ravn,82166
2939,tmdx,1756262
2940,nwbo,1072379
2941,slp,1023459
2942,qada,1036188
2943,tmp,1005817
2944,ha,1172222
2945,sa,1231346
2946,evop,1704596
2947,wll,1255474
2948,acls,1113232
2949,mlab,724004
2950,ceva,1173489
2951,axl,1062231
2952,bolt,1641281
2953,lorl,1006269
2954,tgp,1308106
2955,cmbm,1738177
2956,nblx,1647513
2957,saft,1172052
2958,tup,1008654
2959,vcra,1129260
2960,agys,78749
2961,sy,1758530
2962,snex,913760
2963,rytm,1649904
2964,hees,1339605
2965,alex,1545654
2966,lgsxy,1447221
2967,evri,1318568
2968,nfj,1260563
2969,modn,1118417
2970,fbnc,811589
2971,camt,1109138
2972,plya,1692412
2973,gabc,714395
2974,rbbn,1708055
2975,glng,1207179
2976,cdev,1658566
2977,cmco,1005229
2978,crk,23194
2979,amsf,1018979
2980,sbsi,705432
2981,arko,1823794
2982,blfs,834365
2983,hibb,1017480
2984,srce,34782
2985,rdwr,1094366
2986,matw,63296
2987,rgr,95029
2988,atra,1604464
2989,gty,1052752
2990,ecpg,1084961
2991,drq,1042893
2992,cmre,1503584
2993,rmax,1581091
2994,inva,1080014
2995,imax,921582
2996,iclk,1697818
2997,sens,1616543
2998,erf,1126874
2999,tbio,1693415
3000,cnxn,1050377
3001,nbhc,1475841
3002,pfc,946647
3003,imkta,50493
3004,omer,1285819
3005,gsky,1712923
3006,nmfc,1496099
3007,dhc,1075415
3008,scu,1403256
3009,brkl,1049782
3010,phat,1783183
3011,ngd,800166
3012,oec,1609804
3013,arct,1768224
3014,fxcny,1164009
3015,bif,102426
3016,nrc,70487
3017,epix,1633932
3018,oii,73756
3019,ameh,1083446
3020,meso,1345099
3021,bpfh,821127
3022,pll,1728205
3023,nmz,1266585
3024,rdus,1428522
3025,mrsn,1442836
3026,pcvx,1649094
3027,pyr,1743344
3028,denn,852772
3029,crncy,909531
3030,rwt,930236
3031,sxi,310354
3032,hrvsf,1760439
3033,myrg,700923
3034,nhc,1047335
3035,vadp,1700849
3036,silv,1659520
3037,atri,701288
3038,fmcc,1026214
3039,mcri,907242
3040,zumz,1318008
3041,kra,1321646
3042,vff,1584549
3043,ofg,1030469
3044,clnc,1717547
3045,qnst,1117297
3046,srg,1628063
3047,revg,1687221
3048,brray,1381202
3049,lrn,1157408
3050,oas,1486159
3051,prrfy,1446252
3052,dnow,1599617
3053,nrk,1195739
3054,desp,1703141
3055,linx,1770883
3056,pddtf,1718226
3057,chef,1517175
3058,sybt,835324
3059,rdnt,790526
3060,fph,1574197
3061,kfrc,930420
3062,zgnx,1375151
3063,grbk,1373670
3064,hurn,1289848
3065,eig,1379041
3066,freq,1703647
3067,stng,1483934
3068,fdmt,1650648
3069,loma,1711375
3070,pump,1680247
3071,arzty,1423210
3072,extr,1078271
3073,tril,1616212
3074,stro,1382101
3075,idex,837852
3076,jws,1800682
3077,brog,1774983
3078,btai,1720893
3079,meg,1643615
3080,msgn,1469372
3081,annx,1528115
3082,inn,1497645
3083,gnog,1768012
3084,for,1406587
3085,dvax,1029142
3086,mtsc,68709
3087,bhlb,1108134
3088,eose,1805077
3089,dbi,1319947
3090,ingn,1294133
3091,mitfy,1515160
3092,gel,1022321
3093,qqqx,1608741
3094,ccf,830524
3095,mdxg,1376339
3096,nxrt,1620393
3097,schn,912603
3098,rnp,1224450
3099,gan,1799332
3100,chrs,1512762
3101,mbin,1629019
3102,tvty,704415
3103,imos,1123134
3104,plce,1041859
3105,bhe,863436
3106,cls,1030894
3107,vivo,794172
3108,cris,1108205
3109,tuwoy,1145678
3110,bkd,1332349
3111,etw,1322435
3112,gpre,1309402
3113,sibn,1459839
3114,sndx,1395937
3115,veru,863894
3116,dbd,28823
3117,akro,1744659
3118,cxw,1070985
3119,chct,1631569
3120,dht,1331284
3121,ctagy,1450009
3122,res,742278
3123,ogi,1620737
3124,phvs,1830487
3125,chy,1222719
3126,trhc,1651561
3127,cdmo,704562
3128,scwx,1468666
3129,maxn,1796898
3130,plow,1287213
3131,psnl,1527753
3132,dac,1369241
3133,sgh,1616533
3134,krny,1617242
3135,prpb,1812667
3136,ffwm,1413837
3137,insg,1022652
3138,schl,866729
3139,ever,1640428
3140,crtx,1662774
3141,rnlx,1811115
3142,hqh,805267
3143,bomn,1494582
3144,iiiv,1728688
3145,wbai,1517496
3146,rptx,1808158
3147,afin,1568162
3148,tgi,1021162
3149,tcmd,1027838
3150,ftoc,1816090
3151,sii,1512920
3152,cown,1466538
3153,eos,1308335
3154,arco,1508478
3155,acel,1698991
3156,advm,1501756
3157,amrx,1723128
3158,veco,103145
3159,gsah,1809987
3160,ngms,1821349
3161,mgpi,835011
3162,cnob,712771
3163,hfwa,1046025
3164,petq,1668673
3165,enta,1177648
3166,erii,1421517
3167,vitl,1579733
3168,nesr,1698514
3169,mwk,1757715
3170,crhc,1818212
3171,talo,1724965
3172,tell,61398
3173,kref,1631596
3174,mx,1325702
3175,ospn,1044777
3176,cts,26058
3177,avxl,1314052
3178,apog,6845
3179,crmt,799850
3180,apsg,1820872
3181,pasg,1787297
3182,labl,819220
3183,ltmaq,1047716
3184,ulnv,1605810
3185,uscr,1073429
3186,cubi,1488813
3187,obnk,1516912
3188,ffc,1174164
3189,cers,1020214
3190,pahc,1069899
3191,clm,814083
3192,fax,790500
3193,ebix,814549
3194,awf,906013
3195,jbss,880117
3196,kopn,771266
3197,agm,845877
3198,chi,1171471
3199,ortx,1748907
3200,lca,1844642
3201,step,1796022
3202,iesc,1048268
3203,gof,1380936
3204,agro,1499505
3205,nvgi,1500122
3206,ebsb,1600125
3207,kids,1425450
3208,hmst,1518715
3209,cntb,1835268
3210,cco,1334978
3211,aod,1379400
3212,tpb,1290677
3213,swbi,1092796
3214,asxc,876378
3215,cldx,744218
3216,delky,1361371
3217,banc,1169770
3218,brbr,1772016
3219,lmat,1158895
3220,smp,93389
3221,cars,1683606
3222,pfbc,1492165
3223,cara,1346830
3224,fnch,1733257
3225,geo,923796
3226,cet,18748
3227,wnc,879526
3228,le,799288
3229,resi,1555039
3230,bcsf,1655050
3231,prta,1559053
3232,vsta,1792829
3233,vei,1693853
3234,sfl,1289877
3235,ande,821026
3236,lxrx,1062822
3237,ctrn,1318484
3238,gam,40417
3239,vnda,1347178
3240,rpt,842183
3241,bmtc,802681
3242,dfin,1669811
3243,afmd,1608390
3244,sri,1043337
3245,pthiy,1520253
3246,wetf,880631
3247,osw,1758488
3248,gthx,1560241
3249,merc,1333274
3250,fi,1575828
3251,hutmf,1731805
3252,jpc,1216583
3253,rbcaa,921557
3254,gprk,1464591
3255,audc,1086434
3256,sph,1005210
3257,lind,1512499
3258,abml,1576873
3259,myi,883412
3260,eim,1176984
3261,ajax,1824963
3262,aacq,1802457
3263,uht,798783
3264,ptnr,1096691
3265,lotz,1759008
3266,hngr,722723
3267,bfs,907254
3268,wash,737468
3269,np,1296435
3270,lgord,1400438
3271,pml,1170299
3272,mcf,1071993
3273,aeri,1337553
3274,svm,1340677
3275,gldd,1372020
3276,ivr,1437071
3277,kyn,1293613
3278,ten,1024725
3279,slca,1524741
3280,algs,1799448
3281,aio,1778114
3282,dgnr,1818201
3283,oric,1796280
3284,epzm,1571498
3285,tpc,77543
3286,grc,42682
3287,wrld,108385
3288,exk,1277866
3289,sol,1417892
3290,bdtx,1701541
3291,ghld,1821160
3292,lbai,846901
3293,abti,1442999
3294,rtp,1819848
3295,hcc,1691303
3296,mnkd,899460
3297,cry,784199
3298,csr,798359
3299,tcrr,1750019
3300,ainv,1278752
3301,rna,1599901
3302,tsha,1806310
3303,kpti,1503802
3304,tcx,909494
3305,aosl,1387467
3306,thq,1604522
3307,tpgy,1819399
3308,ntus,878526
3309,nwli,1635984
3310,vbiv,764195
3311,avid,896841
3312,coll,1267565
3313,prdo,1046568
3314,xog,1655020
3315,hexo,1690947
3316,best,1709505
3317,knl,1011570
3318,ra,1655099
3319,nx,1423221
3320,gsg,1332174
3321,viot,1742770
3322,clls,1627281
3323,igr,1268884
3324,trtx,1630472
3325,aan,1821393
3326,tcs,1411688
3327,orla,1680056
3328,stfc,874977
3329,vmo,884152
3330,vrex,1681622
3331,npacy,1450276
3332,amph,1297184
3333,gogo,1537054
3334,ofix,884624
3335,bcov,1313275
3336,love,1701758
3337,phar,1828316
3338,mrus,1651311
3339,vvi,884219
3340,fnko,1704711
3341,ocsl,1414932
3342,btwn,1815086
3343,cmlf,1818331
3344,usat,896429
3345,jqc,1227476
3346,echo,1426945
3347,ruth,1324272
3348,uuuu,1385849
3349,chuy,1524931
3350,altm,1692787
3351,ccx,1774675
3352,nex,1688476
3353,adtn,926282
3354,abtx,1642081
3355,grvy,1313310
3356,gato,1517006
3357,mnrl,1745797
3358,imtx,1809196
3359,tig,1801754
3360,veri,1615165
3361,wlkp,1604665
3362,ufcs,101199
3363,ziop,1107421
3364,gdyn,1743725
3365,kelya,55135
3366,sos,1346610
3367,phk,1219360
3368,pbfx,1582568
3369,hbnc,706129
3370,ncbs,1174850
3371,drd,1023512
3372,apr,1735803
3373,prvb,1695357
3374,pam,1469395
3375,axgn,805928
3376,bvs,1665988
3377,oprx,1448431
3378,parr,821483
3379,etm,1067837
3380,rekr,1697851
3381,casa,1333835
3382,cii,1278895
3383,aiv,922864
3384,aegn,353020
3385,ckh,859598
3386,uvsp,102212
3387,swdhy,1531006
3388,inbx,1739614
3389,forr,1023313
3390,gci,1579684
3391,mmrty,1412481
3392,boom,34067
3393,nog,1104485
3394,curi,1776909
3395,bcor,1068875
3396,dnn,1063259
3397,agx,100591
3398,nfbk,1493225
3399,clsk,827876
3400,awh,926617
3401,osur,1116463
3402,atex,1304492
3403,hgen,1293310
3404,ambc,874501
3405,mod,67347
3406,clvs,1466301
3407,hlx,866829
3408,espr,1434868
3409,rxdx,1718852
3410,emd,1227862
3411,mgic,876779
3412,ctbi,350852
3413,btbt,1710350
3414,gmre,1533615
3415,hlit,851310
3416,ac,1642122
3417,cmrx,1117480
3418,atni,879585
3419,esgc,1532981
3420,fanh,1413855
3421,tcpc,1370755
3422,dyn,1818794
3423,agc,1823340
3424,bhk,1160864
3425,ango,1275187
3426,alpc,1616736
3427,vxrt,72444
3428,umh,752642
3429,svfa,1828478
3430,wftlf,1603923
3431,by,1702750
3432,scvl,895447
3433,kdny,1435049
3434,ueic,101984
3435,uslm,82020
3436,alp-pq,3153
3437,ih,1814423
3438,clnn,1822791
3439,adap,1621227
3440,gsbc,854560
3441,zepp,1720446
3442,bcx,1506289
3443,arr,1428205
3444,fbms,947559
3445,ccd,1602584
3446,alta,1636286
3447,pae,1720821
3448,hmhc,1580156
3449,cdxc,1386570
3450,holi,1357450
3451,acco,712034
3452,nbr,1163739
3453,adag,1818838
3454,rngtf,1431852
3455,aten,1580808
3456,scsc,918965
3457,tdf,919893
3458,cai,1388430
3459,ciic,1789760
3460,radi,1810739
3461,gden,1071255
3462,kop,1315257
3463,htd,1260041
3464,fmbh,700565
3465,tsc,1380846
3466,cbb,716133
3467,rc,1527590
3468,wndw,1071840
3469,gmtx,1816736
3470,glt,41719
3471,vinp,1826286
3472,vtol,1525221
3473,cbtx,1473844
3474,hone,1769617
3475,kalv,1348911
3476,glp,1323468
3477,plab,810136
3478,slrc,1418076
3479,ahh,1569187
3480,avan,1819608
3481,hfro,1710680
3482,mtw,61986
3483,tile,715787
3484,cgen,1119774
3485,qcrh,906465
3486,vygg,1822877
3487,asix,1673985
3488,nie,1383441
3489,sp,1059262
3490,cpf,701347
3491,caap,1717393
3492,dms,1725134
3493,mrc,1439095
3494,ffic,923139
3495,spwh,1132105
3496,bedu,1696355
3497,rnwey,1361369
3498,calt,1795579
3499,boac,1818089
3500,nmco,1774342
3501,icpt,1270073
3502,rfp,1393066
3503,cfb,1458412
3504,pfn,1296250
3505,mmx,1773250
3506,sboey,1578955
3507,arlp,1086600
3508,tbi,768899
3509,xone,1561627
3510,mye,69488
3511,srdx,924717
3512,prty,1592058
3513,sft,1762322
3514,cgbd,1544206
3515,kdmn,1557142
3516,sify,1094324
3517,odt,1717452
3518,pzn,1399249
3519,boe,1320375
3520,ldp,1548717
3521,wiw,1267902
3522,smlr,1554859
3523,ll,1396033
3524,atrs,1016169
3525,iim,885601
3526,tclry,1080259
3527,hwkn,46250
3528,togl,1378125
3529,hsii,1066605
3530,nga,1815495
3531,idya,1676725
3532,crzo,1040593
3533,untc,798949
3534,rfl,1713863
3535,nkx,1195738
3536,sptn,877422
3537,eth,896156
3538,qtt,1733298
3539,rbac,1815184
3540,bto,925683
3541,goac,1816176
3542,vgm,880892
3543,cmtl,23197
3544,gim,828803
3545,cvm,725363
3546,hvt,216085
3547,hstm,1095565
3548,leap,1818346
3549,cal,14707
3550,ulh,1308208
3551,asti,1350102
3552,good,1234006
3553,vkq,877463
3554,efc,1411342
3555,arch,1037676
3556,vray,1597313
3557,npk,80172
3558,bxg,778946
3559,cir,1091883
3560,mgtx,1735438
3561,prts,1378950
3562,vta,1393662
3563,goss,1728117
3564,amswa,713425
3565,hzon,1821788
3566,trst,357301
3567,blbd,1589526
3568,abst,1071058
3569,sln,1479615
3570,iiin,764401
3571,ffntf,1783875
3572,rigl,1034842
3573,capl,1538849
3574,amtb,1734342
3575,qd,1692705
3576,cps,1320461
3577,atha,1620463
3578,cac,750686
3579,utl,755001
3580,gnus,1355848
3581,wina,908315
3582,ecom,1169652
3583,fpac,1829426
3584,rmni,1635282
3585,bpyu,1496048
3586,lqdt,1235468
3587,wtre,1601669
3588,htbk,1053352
3589,gilt,897322
3590,etj,1395325
3591,tgs,931427
3592,pcn,1160990
3593,apei,1201792
3594,ghvi,1819394
3595,dco,30305
3596,gco,18498
3597,mtem,1183765
3598,fosl,883569
3599,dgii,854775
3600,gpmt,1703644
3601,albo,1322505
3602,nptn,1227025
3603,ipod,1818876
3604,ardx,1437402
3605,hzac,1817071
3606,evlo,1694665
3607,pdt,855886
3608,cpac,1221029
3609,tern,1831363
3610,cass,708781
3611,adn,1744494
3612,bchg,1732409
3613,bcei,1509589
3614,pets,1040130
3615,pebo,318300
3616,treb,1805833
3617,iqi,885125
3618,xene,1582313
3619,tshmy,1503526
3620,vapo,1253176
3621,ke,1606757
3622,kcac,1841304
3623,tirx,1782941
3624,qiwi,1561566
3625,sohu,1734107
3626,ubp,1029800
3627,vslax,853180
3628,ryi,1481582
3629,mcs,62234
3630,yorw,108985
3631,xent,1271214
3632,bit,1562818
3633,hcci,1403431
3634,grts,1656634
3635,thr,1489096
3636,vgac,1804591
3637,cldt,1476045
3638,eoi,1300391
3639,amsc,880807
3640,acic,1824502
3641,myd,879361
3642,vspr,1818093
3643,otrk,1136174
3644,csv,1016281
3645,peri,1338940
3646,rev,887921
3647,akus,1722271
3648,trmd,1655891
3649,grsv,1816816
3650,nid,1557915
3651,vec,1601548
3652,omp,1652133
3653,sgtx,1821323
3654,kodk,31235
3655,lcy,1822492
3656,mitk,807863
3657,tars,1819790
3658,pdfs,1120914
3659,loco,1606366
3660,arlo,1736946
3661,avd,5981
3662,bbdc,1379785
3663,hov,357294
3664,bfk,1137393
3665,bw,1630805
3666,gts,1171662
3667,rmr,1644378
3668,sspk,1779474
3669,msbi,1466026
3670,vvr,1059386
3671,blx,890541
3672,bzh,915840
3673,ldl,60977
3674,ccv,1812234
3675,thry,1556739
3676,swir,1111863
3677,cyd,932695
3678,agen,1098972
3679,akts,1584754
3680,wifi,1169988
3681,dtil,1357874
3682,trit,1819876
3683,clw,1441236
3684,ihc,701869
3685,hci,1400810
3686,agcb,1830232
3687,bgy,1393299
3688,ltrpa,1606745
3689,tpco,1593195
3690,pstx,1661460
3691,hafc,1109242
3692,twi,899751
3693,cfiv,1825249
3694,hpk,1792849
3695,cmo,766701
3696,nssc,69633
3697,vhi,59255
3698,onew,1772921
3699,este,10254
3700,spaq,1838527
3701,harp,1708493
3702,dxpe,1020710
3703,ff,1337298
3704,fmcb,1085913
3705,thff,714562
3706,nmgrf,1649752
3707,nsrpf,1536674
3708,plse,1625101
3709,kavl,1762239
3710,plby,1803914
3711,rada,761238
3712,rrgb,1171759
3713,dbvt,1613780
3714,muc,1051004
3715,lbc,1475348
3716,oxlc,1495222
3717,ghy,1554697
3718,ryam,1597672
3719,anab,1370053
3720,alt,1326190
3721,jnce,1640455
3722,fuv,1558583
3723,vcv,895531
3724,fthm,1753162
3725,tour,1597095
3726,vrtv,1599489
3727,atom,1420520
3728,ubia,1500242
3729,chw,1396277
3730,mgta,1690585
3731,fsp,1031316
3732,mrns,1267813
3733,ssdt,1673504
3734,imxi,1683695
3735,jg,1737339
3736,alpp,1606698
3737,gdlc,1729997
3738,lkco,1487839
3739,gsm,1639877
3740,dmrc,1438231
3741,bcyc,1761612
3742,jynt,1612630
3743,avk,1219120
3744,nbb,1478888
3745,egrx,827871
3746,strl,874238
3747,mirm,1759425
3748,txmd,25743
3749,solo,1637736
3750,krp,1657788
3751,titn,1409171
3752,curo,1711291
3753,actc,1820630
3754,bfc,1746109
3755,mmd,1518557
3756,prth,1653558
3757,vsbc,1697884
3758,uec,1334933
3759,rlmd,1553643
3760,fhtx,1822462
3761,pgc,1050743
3762,bgb,1546429
3763,hbia,732417
3764,bdsx,1439725
3765,haac,1824013
3766,soi,1697500
3767,ifn,917100
3768,bbar,913059
3769,rex,744187
3770,knop,1564180
3771,bcel,1532346
3772,nxj,1087786
3773,duo,1750593
3774,hix,1058239
3775,mvf,835948
3776,gsl,1430725
3777,oyst,1720725
3778,oprt,1538716
3779,poww,1015383
3780,rapt,1673772
3781,orbc,1361983
3782,gern,886744
3783,lxfr,1096056
3784,diax,1608742
3785,isee,1410939
3786,xnet,1510593
3787,dmyd,1816101
3788,syrs,1556263
3789,insw,1679049
3790,sxc,1514705
3791,blw,1233681
3792,acre,1529377
3793,aldx,1341235
3794,atro,8063
3795,wttr,1693256
3796,dfp,1559991
3797,xbit,1626878
3798,mpx,1129155
3799,idt,1005731
3800,aciu,1651625
3801,wimi,1770088
3802,huiz,1778982
3803,vaqc,1842386
3804,pace,1819404
3805,mui,1232860
3806,aspn,1145986
3807,nbtx,1760854
3808,lpg,1596993
3809,orc,1518621
3810,ppr,826020
3811,catc,711772
3812,co,1467808
3813,gmii,1819395
3814,newt,1587987
3815,srlp,1525287
3816,eft,1288992
3817,dx,826675
3818,cutr,1162461
3819,jpi,1547994
3820,rick,935419
3821,zyxi,846475
3822,mov,72573
3823,mcft,1638290
3824,usx,923571
3825,free,1753706
3826,tlmd,1791091
3827,bbsi,902791
3828,ebf,33002
3829,mmu,886043
3830,apxt,1777921
3831,nls,1078207
3832,glog,1534126
3833,axdx,727207
3834,pros,1634038
3835,gp,1584547
3836,hps,1215913
3837,crd-a,25475
3838,tg,850429
3839,angn,1601485
3840,alrs,903419
3841,jfr,1276533
3842,bme,1314966
3843,igd,1285890
3844,mgi,1273931
3845,pko,1412350
3846,nakd,1707919
3847,cnbka,812348
3848,aqb,1603978
3849,ggn,1313510
3850,nvgs,1581804
3851,sesn,1485003
3852,crnx,1658247
3853,gmda,1600847
3854,mua,901243
3855,axti,1051627
3856,lhdx,1652724
3857,allt,1365767
3858,crf,33934
3859,amyt,1783010
3860,mogo,1602842
3861,mbwm,1042729
3862,fixx,1661998
3863,pv,1818787
3864,mbi,814585
3865,akba,1517022
3866,bmrc,1403475
3867,cnsl,1304421
3868,amtx,738214
3869,evn,1074540
3870,itrn,1337117
3871,avdl,1012477
3872,hesm,1789832
3873,labp,1785345
3874,wti,1288403
3875,ctmx,1501989
3876,ircp,1128173
3877,spne,1637761
3878,arow,717538
3879,bq,1815021
3880,avro,1681087
3881,fmac,1822219
3882,nat,1000177
3883,stxs,1289340
3884,urov,1740547
3885,mfl,1045126
3886,rcel,1762303
3887,amot,46129
3888,cepu,1717161
3889,bpiry,1437441
3890,hmtv,1567345
3891,dhil,909108
3892,yin,1661125
3893,voxx,807707
3894,ezoo,1752372
3895,aplt,1697532
3896,jih,1787791
3897,stpc,1830210
3898,ncty,1296774
3899,gbl,1060349
3900,hckt,1057379
3901,nqp,870780
3902,selb,1453687
3903,crai,1053706
3904,myn,882150
3905,lfmd,948320
3906,mux,314203
3907,siga,1010086
3908,mtl,1302362
3909,nhf,1356115
3910,anik,898437
3911,vki,908993
3912,wsbf,1569994
3913,spnv,1825024
3914,jhb,1647933
3915,opy,791963
3916,clar,913277
3917,ncv,1214935
3918,tgls,1534675
3919,hec,1803901
3920,ibcp,39311
3921,cplg,1707178
3922,rmt,912147
3923,lizi,1783407
3924,isd,1534880
3925,snr,1610114
3926,eqd,1818221
3927,ctt,1341141
3928,leo,818972
3929,wve,1631574
3930,asle,1754170
3931,snrh,1823854
3932,sppi,831547
3933,hmlp,1603016
3934,rgs,716643
3935,hpi,1176199
3936,kbal,55772
3937,amal,1823608
3938,acnd,1805651
3939,fcbc,859070
3940,dsu,1051003
3941,nstb,1834518
3942,bfst,1624322
3943,motv,1827821
3944,laws,703604
3945,one,1722380
3946,svac,1794905
3947,flxn,1419600
3948,efr,1258623
3949,yrd,1631761
3950,xxii,1347858
3951,ead,1210123
3952,kndi,1316517
3953,ephy,1827248
3954,impx,1820191
3955,mlr,924822
3956,vsec,102752
3957,qmco,709283
3958,klr,1719489
3959,dpg,1515671
3960,ufi,100726
3961,tnk,1419945
3962,vrs,1421182
3963,iva,1756594
3964,drrx,1082038
3965,acbi,1461755
3966,cbat,1117171
3967,wldn,1370450
3968,tdw,98222
3969,ctaq,1823634
3970,mca,888410
3971,nink,1567388
3972,etnb,1785173
3973,true,1327318
3974,ntst,1798100
3975,smts,1705259
3976,awp,1390195
3977,fsd,1494530
3978,iiac,1825042
3979,sldb,1707502
3980,pacx,1829797
3981,flic,740663
3982,fusn,1805890
3983,senea,88948
3984,kala,1479419
3985,dlth,1649744
3986,mofg,1412665
3987,nltx,1404644
3988,hql,884121
3989,cool,1829953
3990,apts,1481832
3991,gnk,1326200
3992,ruprf,1010000
3993,tgb,878518
3994,bysi,1677940
3995,new,1726189
3996,yj,1759614
3997,fisi,862831
3998,hbt,775215
3999,land,1495240
4000,ndls,1275158
4001,ccap,1633336
4002,mesa,810332
4003,caf,1368493
4004,tmst,1598428
4005,indt,1037390
4006,ppt,827773
4007,autl,1730463
4008,uve,891166
4009,dmlp,1172358
4010,qell,1821171
4011,ipi,1421461
4012,dske,1642453
4013,flng,1772253
4014,aray,1138723
4015,ccrn,1141103
4016,ctrm,1720161
4017,ngac,1819493
4018,mdvl,1402479
4019,stk,1471420
4020,frph,844059
4021,vrna,1657312
4022,rbnc,1606440
4023,hio,910068
4024,inzy,1693011
4025,sols,1519177
4026,smmt,1599298
4027,gmhly,1438848
4028,oepw,1824677
4029,mqy,890196
4030,snpr,1819584
4031,eqos,1790515
4032,mrac,1830180
4033,atlc,1464343
4034,hyac,1819253
4035,bned,1634117
4036,cste,1504379
4037,cresy,1034957
4038,pflt,1504619
4039,vntr,1705682
4040,snse,1829802
4041,frln,1810031
4042,intz,736012
4043,joan,1834585
4044,egle,1322439
4045,acam,1846125
4046,tnxp,1430306
4047,olp,712770
4048,cpsi,1169445
4049,prof,1628808
4050,kvsa,1841873
4051,eols,1570562
4052,spro,1701108
4053,dba,1383082
4054,icad,749660
4055,kldo,1751299
4056,plym,1515816
4057,vktx,1607678
4058,ccbg,726601
4059,vacq,1819994
4060,acet,1720580
4061,ntp,829365
4062,bh,1726173
4063,fra,1259708
4064,bnft,1576169
4065,sva,1084201
4066,rvp,946563
4067,itegy,1579597
4068,nrgx,1756908
4069,uavs,8504
4070,frsx,1691221
4071,fmnb,709337
4072,nunz,886093
4073,enpc,1816261
4074,gbab,1495825
4075,btaq,1815526
4076,alto,778164
4077,omn,1090061
4078,bwb,1341317
4079,coe,1659494
4080,atnx,1300699
4081,pmo,900422
4082,orph,1764791
4083,cprx,1369568
4084,higa,1823776
4085,sprq,1821850
4086,yell,716006
4087,thbr,1769318
4088,ktf,839533
4089,rgp,1084765
4090,bry,1705873
4091,fwaa,1837014
4092,ht,1063344
4093,bui,1528988
4094,thw,1635977
